제 일생 일대의 발표 하나만 하겠습니다,,삼겹 짜파게티와 총각김치,악마가 나타났다 | 2018 하이 눈 스킨 홍보 영상 - 리그 오브 레전드,와나나," ""큐르"" | 아프리카 vs 젠지 H/L 06.23 | 2019 LCK 서머",,피자헛 피자와 치즈 오븐 스파게티 먹방 _ 피자먹는데 치즈 오븐 스파게티는 필수?? :D,,,,?? 편의점 꿀조합★ 레시피 15가지 2탄 ?? [만개의레시피],,,,,,, 향수,,,,,,한국음식 그리워서 우크라이나 한식당에 갔는데 우크라이나 미녀가 말을 걸어온다. 엄마 저 한국 안돌아가요 죄송해요 l 세계일주#57,,,,,,,,,,승부차기 역대급 심리전 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,  또 아스날 선수 노리는 바르셀로나 ●주간EPL●
수능영어 출제오류 발견..? (수능 도전해 보았습니다. 근데 뭔가 잘못됐어요..),, 탕수육 리얼사운드 먹방! | 랜선라이프 | Korean BBQ & Jjapagetti Eating Show! Mukbang!,이래도 제이스 밴 안해? | 인생챔프 : 칸 - 제이스 | Pocket Picks LCK : Khan's Jayce,뷜랑,그 여름,,런던 여행 2탄 _ 맛나도 런던?파리 먹방 여행 시리즈 ep.2 :D,,,,?? 한국인은 밥심! 밥없이 못살아★ 밥짓기의 모든것 ?? [만개의레시피],,,,,,, 쉐이빙폼 44종 성분 분석 by 디렉터파이,,,,,,우크라이나 금발 미녀에게 헬스 피티를 받았다. 앉아서 하면 안될까요 선생님? l 세계일주#56,,,,,,,,,,너무 빛나서 화면이 안 보인다는 ㅋㅋㅋㅋㅋㅋ,,,,,[후토크] 맨시티 1-0 레스터
히말라야 올라가는데 시작부터 사고남..,,요즘 유튜브 영상 업로드가 뜸했던 이유에 대해 말씀드립니다,누누와 윌럼프,쥐), 바람이 분다 | 아프리카 vs 젠지 H/L 06.23 | 2019 LCK 서머,,초밥 먹방 _ 그리고 꿀 새우튀김 대박대박 ?? ?? :D,,,,파릇파릇 부추와 차돌박이의 만남 ★ 차돌박이부추샐러드 : Beef Brisket Chives Salad★ [만개의레시피],,,,,,,(**Eng.)여드름,,,,,,충격적인 우크라이나 물가와 맥도날드 가격!! 충격먹었습니다. 우크라이나 미녀에 값싼 가격까지..여권 챙긴사람 드루와 l 세계일주#55,,,,,,,,,,황의조 K리그 씹던 시절...  박스 안 어디든 슈팅이 나오네 ㄷㄷ,,,,, 우승을 위한 9부 능선을 넘은 맨시티! 리버풀 자력 우승 불가능! 남은 건 1경기
수능끝난 고3에게 하고 싶은 말 (모르면 인생 X될 수도 있음) with 딕헌터,,간장새우장 이팅사운드ASMR *말없음 | Soy Sauce Shrimps(Raw) Eating Sound ASMR *No talking, 소년과 설인 - 로그인 화면,오버워치 배치봤습니다..2년만에 마스터 각..?,한화생명 vs 진에어 | Match28 H/L 06.22 | 2019 LCK 서머,,치즈 국물 떡볶이 레시피 _ 물을 적게 넣으면 그냥 떡볶이,,,,영양듬뿍 ★ 맛도 듬뿍 ★ 저녁을 책임지는 오늘의식단 4일차 ★[만개의레시피],,,,,,, 건조증 잡는 세안법?! 피부타입별,,,,,,우크라이나 헬스장을 등록했다. 미녀들이 많아서 운동에 집중을 할수가 없잖아 l 세계일주#54,,,,,,,,,,베트남 4강 진출 직후 응원단 취재하다 기자님 사라짐 ㅋㅋㅋㅋㅋㅋ,,,,,[주간EPL] 드디어 마지막 우승팀 경우의 수!! 그리고 TOP4의 챔스 티켓 가능성 정리!! ●주간EPL●
1000년 된 영국 전통시장에서 생굴 먹어보았..흐응..,,침샘폭발 간장 새우장 리얼사운드 먹방! | 오독오도독! | Soy Sauce Shrimp Eating Show! Mukbang!,누누와 윌럼프 챔피언 집중탐구 | 게임플레이 ? 리그 오브 레전드,비빔면 회사님 광고 한번만 더 주실래요?,Lava,,치즈 국물 떡볶이 먹방 _ 떡볶이 끝에 볶음밥 필수 :D,,,,바나나가 초콜릿에 풍덩 ★ 아이스초코바나나스틱 : Ice Chocolate Banana ★ [만개의레시피],,,,,,, 화장 강도별 세안법 총정리 by 디렉터파이,,,,,,길에서 처음본 우크라이나 미녀가 가이드 해준다고 한다ㄷㄷ 하지만 그녀의 참을 수 없는 단점이 나를 힘들게해 l 세계일주#53,,,,,,,,,,울산 외국인 선수가 라커룸에서 울음보 터진 이유 ㅋㅋㅋ,,,,,[주간맨유] 맨유로파 확정! 현재 맨유의 문제는 포그바도 솔샤르도 아닌 우드워드 단장?? ●주간EPL●
목숨걸고 히말라야로 갑니다 (가는데만 45시간ㄷㄷ),,불닭쫄볶이와 숯불막창 꿀조합 먹방! | 생방송 편집본 | 불닭볶음면 신메뉴,PBE 인사이드 24화 하이라이트 (2018. 08. 21),제가 방송 프로그램을 망쳤습니다 (진행자분 대본던짐ㅋㅋㅋㅋㅋ), Sangyoon 인터뷰 | 한화생명 vs 진에어 | 06.22 | 2019 LCK 서머,,짱 멋있는?골드버튼 개봉기 _ 100만 ?너도?,,,,역시 라면엔 파김치지!!! 만개표 파김치 : Green onion Kimchi★ [만개의레시피],,,,,,,(*Eng.)피부 좋아지는 세안제? 클렌징폼,,,,,,폴란드 바르샤바. 아름다운 여자,,,,,,,,,,ㄹㅇ 잘생긴 철벽남;;; 00년생 울산 뽀시래기 골키퍼 한 경기 선방 모음,,,,,"논란의 ""메시 1인분"" 영상 다시 봤습니다."
저.. 오늘 딱 하루만 힘들다고 말씀드려도 되나요?,,한우 육회비빔밥 이팅사운드 ASMR *말없음 | Beef tartare Bibimbab Eating Sound ASMR *No talking,LoL RUN - 2018 월드 챔피언십을 향해 | 롤런 이벤트 홍보 영상,오버워치 김재원이 테두리핵? 해명하겠습니다ㅋㅋㅋㅋ,지켜보고 있다 | 한화생명 vs 진에어 H/L 06.22 | 2019 LCK 서머,,바른치킨 인절미치킨 먹방 _ 인절미 치즈볼이 신의 한 수 ?? :D,,,,?? 이것만 알면 나도 요리사 ★ 양념장의 모든것 ?? [만개의레시피],,,,,,, 로션,,,,,, 야경,,,,,,,,,,[LG의 미션] 소녀팬의 유광잠바를 벗겨라! (폭염에 유광잠바 입고 뛰어다니는 거 실화??),,,,,[후토크] 아스날 1-1 브라이튼
내가 댓글을 하루에 1000개씩 쓰는 이유,,육회와 육회비빔밥 리얼사운드 먹방! | 비비면서 침샘터짐 ㅠ | Beef Tartare Bibimbab Eating Show! Mukbang!,PBE 인사이드 24화 (2018. 08. 21),오버워치 신캐로 데스매치 압도적 1등했습니다ㅋㅋㅋㅋㅋ,모래병사들이여!! 콕!콕!콕! | 한화생명 vs 진에어 H/L 06.22 | 2019 LCK 서머,,런던 먹방 여행 1탄 _ 맛나도 런던?파리 시리즈 ep.1 :D,,,,?? 세상 간단한 술안주 맛보장! 감바스 레시피 ?? [만개의레시피],,,,,,, 젤 48종 피부타입별 성분 분석 by.디렉터파이,,,,,, 한국IMF극복을 생각나게하는 눈물겨운 역사까지. 폴란드 사랑해.. l 세계일주#52,,,,,,,,,,17-18 시즌을 빛낸 해외축구 몸개그 모음집! 이러니 축구를 못끊지 ㅋㅋㅋ,,,,, 사실상 리그 TOP4는 불가능
영국에서 가장 큰(?) 햄버거 한국인 최초로 도전해 보았습니다;; (턱관절 생김ㅠ),,홍사운드의 냉장고엔 무엇이 있을까? | 냉장고 하울 및 먹방!,메타,김재원 월수익이 1억!? 해명하도록 하겠습니다(youtubers life),SKT vs 그리핀 | Match27 H/L 06.22 | 2019 LCK 서머,,?말하는 버전?100만기념 명랑핫도그 먹방 _  같은 영상인 듯 다른 영상인 같은 영상 같은 ?다른 영상? :D,,,,국민반찬 스팸짜글이와 어울리는 한상 레시피 ★ 오늘의식단 3일차 [만개의레시피],,,,,,,(*Eng.) [리얼 후기] 상한 두피,,,,,,세계일주 중 처음으로 밝히는 영어회화 꿀팁! 6개월만에 원어민처럼 여행 하고싶은사람 드루와 l 세계일주#51,,,,,,,,,,갑자기 담당 PD의 마이크를 빼앗아간 김민재 ㅋㅋㅋㅋㅋㅋ 개그맨인가,,,,, 유로파에 올인!! EPL 상위권 순위 최종 점검
영국 흑인의 한국 여자 아이돌 이상형 월드컵,,신전떡볶이와 뿌링클 닭다리 먹방! | 생방송 편집본, 그리고 그 너머 | 개발 현황 업데이트 ? 리그 오브 레전드,오버워치 신캐 바티스트 출시!!! 개사기 힐러!?,호오오오오오오오오우우우우우우 | SKT vs 그리핀 H/L 06.22 | 2019 LCK 서머,,겨울에 먹었던 오돌뼈 먹방 _ 여행 간 김에 올리는 겨울 영상 :D,,,,당떨어지는 오후엔 ? 아망드쇼콜라 Amande Chocolat ★ [만개의레시피],,,,,,, 여드름 흔적,,,,,,여행자제국가 팔레스타인 갔다가 총 맞을뻔 했다. 치안 최악 팔레스타인. 여행후 처음으로 생명의 위협을 느꼈다 l 세계일주#50,,,,,,,,,,이렇게 인터뷰를 비장하고 귀엽게하면,,,,,[후토크] 첼시 3-0 왓포드
전 세계에서 한국 남자들만 메이크업 하나요..?,,실비김치와 자메이카 통다리구이 이팅사운드 ASMR *말없음 | Most Spicy Kimchi & Chicken Eating Sound ASMR *NO talking,악마가 나타났다 | 하이 눈 홍보 영상 - 리그 오브 레전드,큰맘먹고 오버워치 전리품 교환소 유출하겠습니다(일찍 올립니다...),Viper,,아리카롱 마카롱 먹방 _ 아리키친님의 마카롱??대박 대박 초대박 :D,,,,입안톡톡 씹는 식감이 쵝오야 ★ 당면샐러드 Glass Noodles Salad ★ [만개의레시피],,,,,,, 블랙헤드 좋아지는 초간단 꿀~팁 by 디렉터파이,,,,,,한국을 사랑하는 이스라엘 미녀들과 술을 마시다. 모두 취했고 나는 말실수를 했다 l 세계일주#49,,,,,,,,,,,,,,, 세트피스로 챔스 티켓에 다가간 첼시!! 맨유와 추멘은 이 결과를 싫어합니다.
맨체스터의 주인..? 맨시티 홈구장에 가봤습니다,,자메이카 통다리구이와 실비김치 리얼사운드 먹방! | 랜선라이프 | Most spicy Kimchi and Chicken Eating Show! Mukbang!,누누와 윌럼프 - 모험을 떠나자! | 챔피언 트레일러 - 리그 오브 레전드,컴퓨터 바꾸고 설정 바꿨습니다 이제 그마 가겠습니다ㅋㅋㅋㅋㅋ, Tarzan 인터뷰 | SKT vs 그리핀 | 06.22 | 2019 LCK 서머,,초코 허니브레드와 공차 버블티 먹방 _ 홈카페 ?? 느낌적인 느낌 :D,,,,?? 김치하면  역시 수육! 촉촉한 수육 레시피 ?? [만개의레시피],,,,,,,(*Eng) 좁쌀,,,,,,텔아비브 해변가에 혼자 있으니 외롭다. 혼자 여행이란 이런걸까..? l 세계일주#48,,,,,,,,,,,,,,,[후토크] 뉴캐슬 2-3 리버풀
흑인 래퍼가 한국 래퍼들에게 하고싶은 말,,100만을 함께 해요!!,PBE 인사이드 23화 하이라이트 (2018. 08. 07),콩순이컴 준다해놓고 진짜 컴퓨터를 줬더니 반응이ㅋㅋㅋㅋㅋ,별들의 전쟁 | SKT vs 그리핀 H/L 06.22 | 2019 LCK 서머,,초코 프렌치토스트 허니브레드 레시피 _ 프렌치토스트와 허니브레드의 만남 ??,,,,??한 입에 쏘옥! 먹기좋은 쿠키 레시피 15가지 ?? [만개의레시피],,,,,,, 홍조,,,,,,이스라엘 밤문화 직접 가봤다. 너네 이래도 돼...? l 세계일주#47,,,,,,,,,,,,,,, 오리기의 극적인 결승골!! 리버풀이 할 수 있는 건 다했다. 남은 건 맨시티의 결과
유학가도 영어가 안 느는 이유 (영어공부 팁),,시무룩한 딸에게 행복한 크리스마스를 선물해주고 싶었어요 | 미분일기,크리에이터 핫클립 No.1,오버워치 컨셉충 때문에 멘붕했습니다....(힘의 차이 빌런),킹존 vs 담원 | Match26 H/L 06.21 | 2019 LCK 서머,,명랑핫도그 전메뉴 먹방 _ 초창기 영상처럼 말 없이 먹어보기??100만 너도 기념 :D,,,,기름기가 쫘아악 ★ 덮밥엔 역시 항정살!  항정살덮밥 Spare Rib Roast Deopbap ★  [만개의레시피],,,,,,, 주름?! SNS핫템 & 숨은 꿀템 피부타입별 궁합 성분을 찾아라 by 디렉터파이,,,,,,무슬림과 팔레스타인에 대한 이스라엘 유대인 남자의 생각 l 세계일주#46,,,,,,,,,,,,,,,[후토크] 본머스 1-0 토트넘
제 친구의 첫사랑을 찾습니다 (한국여성분들 꼭 봐주세요),,후루룩! 열라면 이팅사운드 ASMR *말없음 | Yeul Ramen Eating Sound ASMR *No Talking,PBE 인사이드 23화 (2018. 08. 07),다시는 내 루시우를 무.시.하.지.마.라!!!!,BeryL,,스쿱당 마카롱 먹방 _ 더스쿱님의 디저트??귀여운 뚱카롱 :D,,,,TV요리) 강식당 2 이거 참 웃기는짜장떡볶이 일세 : jajang tteokbokki  ★ [만개의레시피],,,,,,,(*Eng) 31종 성분 분석,,,,,,"이스라엘땅은 팔레스타인꺼라고 주장하는 팔레스타인 여자. ""이스라엘이란 국가는 없다!"" l 세계일주#45",,,,,,,,,,우짜노 #장블리,,,,, 손흥민 퇴장!! 포슨 주심&레르마 니들 장난치냐?? 분노의 이스타 전화연결
축구스타들이 간다는 런던 최고의 이발소 가봤습니다ㄷㄷ,,후루룩! 열라면 리얼사운드 먹방! | 밥과 참치 말아 먹으며 마무리! | Spicy Ramen Eating Show! Mukbang!,2018 풀파티 스킨 EP3 - 리 신의 향,오랜만에 고퀄게임 하니까 눈이 호강하네요ㄷㄷ(앤썸), ShowMaker인터뷰 | 킹존 vs 담원 | 06.21 | 2019 LCK 서머,,다이아페스티벌 브이로그 _ 2018 DIA FESTIVAL V-Log,,,,탱탱볼인줄 ★ 망고젤리요거트스무디 : mango jelly Yogurt Smoothie★ [만개의레시피],,,,,,, 돈주고살템은? 수분크림,,,,,,"군대 제대한 이스라엘 여군을 만났다ㄷㄷ 그리고 페미니스트 라는 여성! ""한국은 남자만 군대간다며..?"" l 세계일주#44",,,,,,,,,,파주 입소하다가 매력에 빠져 주금 (feat. 트리플룩,,,,,[특강K 성남] 성남이 라인을 올리면 당신은 약팀입니다. 그리고 이스타쌤 구속?? 새로 온 숟가락쌤
travel은 '여행'이 아닙니다 (외국에서 모르면 갑분싸 될 수 있음),,즉석떡볶이에 중국당면 먹고 치즈폭탄 볶음밥 먹방! | 긍정부스터,2018 수영장 파티 - 로그인 화면,세상에서 가장 안무서운 공포게임ㅋㅋㅋ이게 뭐냐ㅋㅋㅋㅋ (Death Trips),경외하라. 나는 킬을 닦는 쇼메이커다. | 킹존 vs 담원 H/L 06.21 | 2019 LCK 서머,,시원한 붓가케 우동과 새우튀김 먹방 _ 사실 주인공은 새우튀ㄱ..........쉿?? :D,,,,숲속의 버터의 변신 아보카도롤김밥 ★ :  Avocado Roll Gimbap [만개의레시피],,,,,,, 아이섀도,,,,,,예수님이 죽으신 곳.. 이스라엘 성지에 가보았다. 거룩해지는 이 마음..기독교인들 드루와.. l 세계일주#43,,,,,,,,,, 조현우도 사람이다.),,,,,[특강K 상주] 꿀잼 새로 온 수강생
영국에서 가장 인기있는 음식 1위,,구워먹는 치즈와 순살 볼케이노의 핵꿀조합 먹방! | 긍정부스터,2018 풀파티 스킨 EP2 - 갱플의 향,오버워치 이런 재미있는 아케이드가 있었다고!?,내가 무릎을 꿇은 이유는!!!! | 킹존 vs 담원 H/L 06.21 | 2019 LCK 서머,,붓가케우동 레시피 _ 새우튀김을 얹은 시원한 냉우동??,,,,?? 몸보신의 최고봉! 삼계탕 & 백숙 레시피 : Samgyetang ( Chicken Soup )?? [만개의레시피],,,,,,, 쿠션,,,,,,무슬림 국가들과 원수지간인 이스라엘..악명높은 이스라엘 입국심사..세계여행 시작하고 가장 심장이 떨렸다 l 세계일주#42,,,,,,,,,,맥그리거 전설의 후다뿍 사건 ㅋㅋㅋㅋㅋㅋㅋ,,,,, 한국의 과르디올라
 먹어봤습니다(피쉬 앤 칩스 아님),,유부남이 말하는 결혼하면 좋은 점 | What's great about marriage?, 직스의 향,처음보는 유저한테 시비털어봤습니다ㅋㅋㅋㅋㅋ,우리 협곡에선 코르키가 트월킹을 추면서 학살 합니다 | 킹존 vs 담원 H/L 06.21 | 2019 LCK 서머,,GS편의점 먹방 _ 1년만에 돌아온 편의점 음식 먹방 2탄 :D,,,,?? 한끼뚝딱! 에어프라이어 레시피 15가지 2탄 :  Air fryer recipe ?? [만개의레시피],,,,,,, 컨실러 비교 by 디렉터파이,,,,,,터키에서 쌩판 얼굴도 모르는 터키 가족에게 초대를 받았다..세상은 위험하다고 엄마가 그랬는데.. l 세계일주#41,,,,,,,,,,뜻밖의 박보영...♡,,,,, 윤빛가람 응원가 공개!!  K리그 1타 강사 이스타의 핵심 요약
한국에서 가장 매운 라면? 흑인형아에게 몰래 먹여보았다ㅋㅋ 반응ㅋㅋㅋㅋㅋㅋ,,New 핵불닭볶음면 이팅사운드 ASMR *말없음 | The New Nuclear Spicy Noodles Eating Sound ASMR *No Talking,2018 풀파티 스킨 EP1 - 타릭의 향,소리지르면 물풍선놓는 물건으로 크아하기ㅋㅋㅋㅋㅋ,샌드박스 vs 아프리카 | Match25 H/L 06.21 | 2019 LCK 서머,,불닭 까르보나라 중국당면 먹방 _ 드디어드디어드디어드디어드디어!!!!!!! :D,,,,에어프라이어로 만드는 최애의 간식 에그베이컨롤 : Egg Bacon roll★ [만개의레시피],,,,,,,올리브영 합격템으로 연말 파티메이크업,,,,,,Q&A 질문과 답변 그리고 잡소리 l 세계일주#40,,,,,,,,,,월드컵 대표끼리 붙었다!! 문선민 vs 이용,,,,,(음란한) 실버 버튼 언박싱
영국 남자 최신 패션 스타일,,New 핵불닭볶음면 리얼사운드 먹방! | 2봉지 도전! | The New Nuclear Spicy Noodles Eating Show! Mukbang!,첨벙첨벙 일상 탈출 | 2018 수영장 파티 게임플레이 영상,오버워치 맥크리+메르시=사기ㅋㅋㅋㅋㅋ,OnFleek,,불닭까르보나라 중국당면 레시피 _ 작은 새우와 콘옥수수,,,,[쇼핑] 100% 가시제거 고등어밥상 완전 순살 노르웨이 고등어 특가 할인!,,,,,,, 여신웨이브 만드는 법 by 디렉터파이+홍지,,,,,,터키 유럽맞아?? 충격적인 과일 가격!! 과일 만원어치를 샀더니... l 세계일주#39,,,,,,,,,, 그 결과는?,,,,,[후토크] 수비수만 6명!! 발렌시아의 생소한 백3 전술
리버풀에서 맨유팬이라고 하면 벌어지는 일(진심 무서웠음ㄷㄷ),,바다포도와 광어연어회 이팅사운드ASMR *말없음 | Sea Grape & Salmon Sashimi Eating Sound ASMR *No talking,스킨의 주인 큐베,진짜 마우스로만 오버워치를 해봤습니다ㅋㅋㅋㅋㅋ, Summit 인터뷰 | 샌드박스 vs 아프리카 | 06.21 | 2019 LCK 서머,, 그리고 맵고 부드러운 맛,,,,집나간 입맛 되돌리는 오이미역냉국 ★ [만개의레시피],,,,,,, 진희,,,,,,터키에서 삼성 갤럭시S7 고장났다! 터키 삼성서비스센터 갔는데 한국폰은 안고쳐준다고??? 삼성 한국꺼야 이것들아!!! l 세계일주#38,,,,,,,,,,임창용 공이 뭐 이따위로 움직여 ㄷㄷㄷ,,,,, 그리고 '역전승' 에메리의 유로파 DNA ●4강1차전●
영어단어 charge는 '청구하다'가 아닙니다(절대로 무작정 외우지 마세요),,바다포도와 연어광어회 리얼사운드 먹방! | 끝판왕 등장? | Sea Grape, 협곡을 나르다  | 삼성 갤럭시 나르,이게 왜 별점 1점이죠?? 친구랑 하면 재미있는데요ㅋㅋㅋㅋㅋ,오늘,,핵 불닭 치킨 먹방 _ 노리 X 나도 ?? 콜라보 ?? 핵 불닭볶음면 소스로 치킨을 만들다 :D,,,,여름엔 역시 열무국수지!! 열무비빔국수 : Yulmu Kimchi Spicy Noodles★ [만개의레시피],,,,,,, 슈빈,,,,,,미래가 불안한 새X가 여행을 다녀? 미친거아니야? 터키에서 찾아온 현타.. 미래불안한 사람 드루와 l 세계일주#37,,,,,,,,,,한화 복덩이 vs 조선의 4번 타자,,,,,[맛칼럼] 이거 만든 사람 누꼬? 이 치킨 뭐꼬? 페리카나 누꼬 치킨 맛 리뷰 꼬꼬꼬 go go go ㄱㄱㄱ
영국 귀족들만 탄다는 1등석 타봤습니다(허세 오지는 가격..),, Salmon Sashimi Eating Show! Mukbang!,섬기는 이 없는 암살자,즐겜유저가 루시우를 하면 생기는일ㅋㅋㅋㅋ(즐겜유저 시리즈), 둘 중 하나는 반드시 쓰러진다 | 샌드박스 vs 아프리카 H/L 06.21 | 2019 LCK 서머,,부드럽고 시원한 멜론빙수 먹방 _ 노리 x 나도?? 신박한 편집콜라보 :D,,,,다이어트 한끼에는 아사이볼 & 아사이베리스무디 : Asai Bowl & Asai Berry smoothie ★ [만개의레시피],,,,,,, 희주,,,,,,터키 사람들이 시리아난민을 싫어한다고??? 왜?? 같은 무슬림인데??... l 세계일주#36,,,,,,,,,,요즘 핵인싸 꽁병지 형님의 아재 축구 용어 특강 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,[후토크] 아무도 막을 수 없었던 메시!! 게겐프레싱을 선택한 클롭
적나라한 영국 밤문화 다 보여드립니다(19금 먹을듯),,갓 튀긴 후라이드 치킨 이팅사운드 ASMR *말없음 | 철인7호 | Fried Chicken Eating Sound ASMR *No talking,  아칼리 - 로그인 화면,메이로 빡겜해서 랭커한테 인정받았습니다ㅋㅋㅋㅋㅋ,LCK랜드 자이로드롭 놀이기구 출발합니다 | 샌드박스 vs 아프리카 H/L 06.21 | 2019 LCK 서머,,흑미 치즈밥 먹방 _ 100% 흑미??블랙 앤 화이트의 조화..... :D,,,,?? 쫄깃쫄깃 오징어 너란 레시피 ★ 오징어 레시피 15가지 2탄 : Squid recipe ?? [만개의레시피],,,,,,, 팍 님,,,,,,터키에서 한국인들을 만났다!! 해외에서 한국인들을 만나는 기분?? 한국사람 드루와 l 세계일주#35,,,,,,,,,,러시아에서 돌아온 K리그 선수들의 유쾌한 월드컵 썰 ㅋㅋㅋ,,,,, 유연하게 대처해낸 발베르데  ●4강 1차전●
멀리 다녀옵니다 (급하게 드릴 말씀이 있어요),,엽떡 매운맛 중국당면김말이 이팅사운드 ASMR *말없음 | Crazy Spicy Tteokbokki Eating Sound ASMR *No talking,챔피언 집중탐구 ? 아칼리,오버워치와 배그를 합친듯한 게임이 있다!? (에이펙스 레전드),전지적 프로시점 ep.7 (19.06.21) [2019 LCK SUMMER],,흑미 치즈밥 레시피 _ 입안에서 톡톡톡톡? :D,,,,??편의점 꿀조합★ 레시피 15가지 1탄 ?? [만개의레시피],,,,,,,(*Eng) 올리브영 40종 분석,,,,,,"두바이에서 인종차별 당했습니다. ""째진 눈을 보고 니가 한국인인줄 알았어"" 상처받았어요 l 세계일주#34",,,,,,,,,,대구FC 관중 많이 와서 잔뜩 신난 조현우 반응 ㅋㅋㅋㅋㅋㅋ,,,,,[후토크] 결승에 다가선 아약스! 눈물겨운 포체티노의 선택과 빛났던 시소코
스타 이즈 본 - 라라랜드,,엽떡과 먹으면 꿀맛! 중국당면김말이 만들기 | 레시피 |, 섬기는 이 없는 암살자,신이내린 즐겜유저 김재원의 즐겜워치 #21 (오버워치 하이라이트 영상모음),LCK,,[이벤트마감] 다이아페스티벌2018 with 놀꽃 _ 여러분 우리 마..만나보까요 :D,,,,TV요리) 강식당 2 김치밥이피오씁니다 : P.0 Kimchi rice ★ [만개의레시피],,,,,,, 시강 글리터,,,,,,45도 최악의 더위에 간 두바이 사막투어! 바이크로 사막 정복했다! 무법자 되고싶은 사람 드루와 l 세계일주 #33,,,,,,,,,,눈물없인 볼 수 없는 감동의 휴먼 르브론 스토리.,,,,, 2차전 아직 모른다? ●4강 1차전●
 비긴 어게인을 잇는 명작(평론가 씹어먹음),,튀긴지 30초 된 후라이드 치킨 리얼사운드 먹방 | 철인7호 | Trying out chicken that’s fried 30 seconds ago! Eating Show!,PBE 인사이드 22화 하이라이트 (2018. 07. 24),요즘 리퍼가 사기라고?? 그럼 저도 리퍼합니다, 오늘의 1면은 이겁니다 | 샌드박스 vs 아프리카 H/L 06.21 | 2019 LCK 서머,,양념게장 ?? 간장게장 먹방 _ 밥 두 그릇 순식간 뚝 딱 :D,,,,간장에 찍어먹는 만두는 이제 그만 ★ 분식집 양념만두 : Seasoned dumpling [만개의레시피],,,,,,, 블러셔로 연말 파티 메이크업 같이 해요! by. 디렉터파이,,,,,,히잡쓰기싫다는 아랍현지여성..어떤 미디어에서도 볼수없었던 그들 문화에 대한 평범한 20대 로컬 여성의 불만.. l 세계일주#32,,,,,,,,,,인천 공항에 귀국한 월드컵 대표팀에게 날아든 계란.... 현장 영상입니다.,,,,,[주간가십] 탈맨유를 꿈꾸는 포그바-데 헤아? 그리고 군침을 흘리는 빅클럽들!! ●주간EPL●
영어단어 come은 '오다'가 아닙니다(한국인들이 가장 많이 헷갈려함),,엽떡 매운맛에 중국당면김말이를 푹 찍어먹는 리얼사운드 먹방 | 랜선라이프 | Most Spicy Tteokbokki in Korea Eating Show! Mukbang!,룬테라 탐험하기 | 개발자 일기 - 리그 오브 레전드,무려 별점 0점 공포게임ㅋㅋㅋ이게 공포게임이야..?,젠지 vs 한화생명 | Match24 H/L 06.20 | 2019 LCK 서머,,트레이더스 곱창 전골 먹방 _ 사서 끓이기만 하면 되는데 그릇까지 대박?? :D,,,,톡쏘는 맛이 너무 매력적이얌 ★ 메론소다 : Melon soda [만개의레시피],,,,,,,착한박스 당첨자 1,,,,,,부모가 정해준 사람과 결혼해야하는 아부다비 미녀를 만났다. 이렇게 예쁜데.. l 세계일주#31,,,,,,,,,,13대 2로 지는 팬들의 표정이 하나같이...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,[주간EPL] PFA 올해의 선수
흑인 래퍼랑 맞짱 떠봤습니다,,엄청 큰 닭다리 이팅사운드 ASMR *말없음 | Big Korean Smoked Chicken Eating Sound ASMR *No Talking,라이즈 - 힘의 부름 | 시네마틱 - 리그 오브 레전드,오버워치 역대급 병맛버그ㅋㅋㅋㅋ(무조건 인싸됨),Ruler,,지코바 치킨 먹방 _ 라면사리 + 치밥 야호 :D,,,,??볶으면 볶을수록 쫄깃쫄깃★ 버섯볶음 레시피 : Stir-fried mushroom ?? [만개의레시피],,,,,,,000명 발표! 배송 준비하러 왔어요. by. 디렉터파이,,,,,,우리가 알고있던 두바이가 아니였다! 파키스탄 여성 이민자가 말하는 두바이 여성전용구역! 두바이 현지남자들이 말하는 부자 아랍인들 ㅎㄷㄷ l 세계일주#30,,,,,,,,,,웅이 아버지!!!! 날 보고있다면 정답을 알려줘!! feat. 허웅,,,,, 올해의 팀 발표!! 아자르와 손흥민이 없다? 논란의 포그바 선정? ●주간EPL●
한국인만 납치한다는 불법택시.. 타버렸습니다... (with 딕헌터),,엄청난 크기의 토종닭 훈제치킨 리얼사운드 먹방! | 진짜 커서 뜯는 소리가 ㄷㄷ | Big Smoked Chicken Eating Show! Mukbang!,룬테라,죄송합니다..저도 당해보겠습니다 (김재원), Life 인터뷰 | 젠지 vs 한화생명 | 06.20 | 2019 LCK 서머,,BHC 치즈볼과 치즈스틱 먹방 _ 그리고 치즈볼은 아보카도 씨가 되었다고 한다. :D,,,,??스페인하숙 TV속 인기레시피 15가지 2탄?? [만개의레시피],,,,,,,[마감]2017 착한화장품 결산! 1,,,,,,두바이에 도착했는데 아랍사람들이 없다..이 나라뭐지? 우리가 알고있던 두바이가 아닌걸? l 세계일주#29,,,,,,,,,,허재,,,,,[주간추메리] '원정고자' 에메리
